beds,baths,area,distance,price,price_bucket
3.0,2.0,2584.0,18.726140002118992,1100000.0,price >= 900k
1.0,1.0,650.0,1.0538083636260023,699000.0,600k <= price < 900k
2.0,3.0,1794.0,0.4710380912156678,1750000.0,price >= 900k
4.0,3.0,1831.0,3.611434616203252,979000.0,price >= 900k
3.0,3.0,1875.0,2.2006081156102653,1875000.0,price >= 900k
3.0,1.0,1094.0,13.926453767933273,329000.0,price < 600k
2.0,3.0,2260.0,27.693981313096863,725000.0,600k <= price < 900k
7.0,4.0,3883.0,9.662119356452454,1499000.0,price >= 900k
4.0,2.0,2611.0,19.334289896273283,1586000.0,price >= 900k
4.0,2.0,2611.0,19.334289896273283,898000.0,600k <= price < 900k
3.0,2.0,1463.0,27.762578822147567,355000.0,price < 600k
4.0,5.0,4534.0,10.846171729037131,1795000.0,price >= 900k
2.0,3.0,1155.0,3.42467063454061,765000.0,600k <= price < 900k
6.0,3.0,2452.0,13.57916452449097,700000.0,600k <= price < 900k
5.0,3.0,2052.0,14.77296051843185,649900.0,600k <= price < 900k
2.0,2.0,997.0,2.5184190456582187,679000.0,600k <= price < 900k
1.0,1.0,844.0,7.293912057893058,449000.0,price < 600k
1.0,1.0,714.0,32.550350232189935,230000.0,price < 600k
1.0,1.0,871.0,1.1793852138138843,559000.0,price < 600k
4.0,2.0,1212.0,18.150526563190898,619900.0,600k <= price < 900k
5.0,4.0,3704.0,14.791092739309436,1785000.0,price >= 900k
3.0,4.0,2286.0,1.6756759523036762,4999000.0,price >= 900k
2.0,2.0,1629.0,23.169246248489696,559000.0,price < 600k
6.0,3.0,3036.0,14.826726831941723,747000.0,600k <= price < 900k
1.0,1.0,634.0,3.742988355194748,469000.0,price < 600k
5.0,4.0,2605.0,18.34351425381147,1468000.0,price >= 900k
2.0,2.0,914.0,3.0047821828063093,699000.0,600k <= price < 900k
9.0,6.0,3534.0,4.79438767665142,1525000.0,price >= 900k
4.0,2.0,1915.0,7.17729018780396,689900.0,600k <= price < 900k
5.0,6.0,5020.0,11.89745120476675,2599000.0,price >= 900k
2.0,2.0,1389.0,0.9302963013463282,2294900.0,price >= 900k
4.0,3.0,2350.0,15.981893940105516,779900.0,600k <= price < 900k
0.0,1.0,352.0,6.274275476884526,319900.0,price < 600k
9.0,6.0,4706.0,16.80449866324615,1598000.0,price >= 900k
2.0,2.0,1353.0,8.787683399633417,581000.0,price < 600k
1.0,1.0,822.0,1.9271748301599743,1195000.0,price >= 900k
0.0,1.0,365.0,6.667549303504764,295000.0,price < 600k
3.0,3.0,1695.0,17.22175075698432,1100000.0,price >= 900k
3.0,2.0,1700.0,6.478557758465821,599988.0,price < 600k
4.0,3.0,3000.0,31.930465812709787,1089000.0,price >= 900k
2.0,2.0,1288.0,7.806206576289718,599900.0,price < 600k
4.0,4.0,2945.0,15.510510286207465,1575000.0,price >= 900k
5.0,5.0,4001.0,16.766702198122662,1879000.0,price >= 900k
2.0,1.0,758.0,1.373128535918749,975000.0,price >= 900k
3.0,2.0,1586.0,31.914097682878044,335000.0,price < 600k
2.0,2.0,1131.0,1.2861348669814077,1495000.0,price >= 900k
4.0,4.0,3226.0,20.064521551518716,1995000.0,price >= 900k
6.0,6.0,4364.0,22.094079065118084,1495000.0,price >= 900k
2.0,2.0,1380.0,4.977799436991639,669000.0,600k <= price < 900k
2.0,5.0,2418.0,8.385802657975132,899999.0,600k <= price < 900k
0.0,1.0,513.0,2.3866177256417975,564300.0,price < 600k
2.0,1.0,766.0,2.7373553905001353,510000.0,price < 600k
5.0,5.0,3721.0,11.6271211847474,1635000.0,price >= 900k
3.0,1.0,832.0,7.257096418350613,449000.0,price < 600k
7.0,4.0,3236.0,6.113617051235108,1695000.0,price >= 900k
2.0,3.0,1604.0,29.743716799039063,549000.0,price < 600k
1.0,2.0,1144.0,13.722931024686012,399900.0,price < 600k
4.0,3.0,3350.0,20.65440565915234,1425000.0,price >= 900k
4.0,5.0,4100.0,29.14401424284109,1249000.0,price >= 900k
4.0,2.0,2532.0,5.9994660781587825,899900.0,600k <= price < 900k
2.0,2.0,1326.0,16.959775079214687,389900.0,price < 600k
2.0,1.0,800.0,14.708464446458482,329900.0,price < 600k
2.0,1.0,856.0,16.39920713017672,349900.0,price < 600k
6.0,6.0,6000.0,21.31493188680916,2750000.0,price >= 900k
3.0,2.0,1701.0,20.209147671362235,1100000.0,price >= 900k
2.0,1.0,825.0,4.603887294324594,599000.0,price < 600k
2.0,3.0,2508.0,13.245570068941525,495900.0,price < 600k
5.0,5.0,3205.0,1.8262922947821956,3200000.0,price >= 900k
6.0,5.0,10000.0,19.91993005490279,4595000.0,price >= 900k
5.0,2.0,2679.0,7.530421975328481,849900.0,600k <= price < 900k
1.0,1.0,639.0,13.890137721542281,359999.0,price < 600k
5.0,7.0,6105.0,20.283400640361908,4895000.0,price >= 900k
1.0,1.0,666.0,3.423234668764466,549000.0,price < 600k
2.0,2.0,1159.0,4.9214354456372345,589900.0,price < 600k
7.0,5.0,3630.0,22.973074365388626,919000.0,price >= 900k
4.0,4.0,3379.0,25.962641146332,1275000.0,price >= 900k
4.0,3.0,2646.0,17.051362875358087,1295000.0,price >= 900k
3.0,3.0,2350.0,20.98733609931279,939900.0,price >= 900k
3.0,2.0,1611.0,20.15502143246977,749000.0,600k <= price < 900k
2.0,2.0,1318.0,1.3739116291436,1195000.0,price >= 900k
3.0,4.0,2208.0,11.042738979351167,960000.0,price >= 900k
2.0,1.0,1092.0,15.556687428515636,449900.0,price < 600k
3.0,2.0,1337.0,13.77921475281431,549900.0,price < 600k
7.0,3.0,3833.0,7.73654872460171,1150000.0,price >= 900k
5.0,5.0,3793.0,8.792538250341703,1399900.0,price >= 900k
1.0,1.0,693.0,24.75846477821675,388888.0,price < 600k
2.0,1.0,1364.0,25.00725873969443,509000.0,price < 600k
3.0,2.0,1504.0,14.47938447975619,599990.0,price < 600k
4.0,3.0,2206.0,10.330577649409628,1399000.0,price >= 900k
4.0,2.0,2394.0,9.064439879832738,937000.0,price >= 900k
2.0,1.0,796.0,15.85051711709428,395000.0,price < 600k
4.0,3.0,2930.0,17.46293702676106,1199000.0,price >= 900k
3.0,1.0,1080.0,24.63091923168669,579900.0,price < 600k
4.0,2.0,2277.0,15.830923658606801,399900.0,price < 600k
3.0,1.0,1116.0,16.50345526329599,649000.0,600k <= price < 900k
4.0,2.0,1313.0,13.208582154217746,599000.0,price < 600k
3.0,2.0,2294.0,9.145052657103989,979900.0,price >= 900k
3.0,2.0,1558.0,13.505520376072003,500000.0,price < 600k
1.0,1.0,575.0,10.194091156218553,290000.0,price < 600k
9.0,9.0,4566.0,8.20554350330791,1800000.0,price >= 900k
2.0,2.0,1474.0,5.093292644509891,800000.0,600k <= price < 900k
6.0,7.0,7070.0,19.488786098345184,3995000.0,price >= 900k
0.0,1.0,282.0,5.383989114972482,349900.0,price < 600k
3.0,3.0,2592.0,32.091793381798375,710000.0,600k <= price < 900k
1.0,1.0,474.0,0.6259200271415344,564000.0,price < 600k
3.0,2.0,1386.0,21.51332466101181,350000.0,price < 600k
3.0,2.0,1819.0,12.287035327074523,574900.0,price < 600k
5.0,2.0,2366.0,7.121299877612146,459900.0,price < 600k
4.0,4.0,4620.0,24.9289860214288,1378000.0,price >= 900k
4.0,3.0,3426.0,29.38335369459338,989000.0,price >= 900k
5.0,2.0,2876.0,7.344397064509754,849000.0,600k <= price < 900k
3.0,2.0,1299.0,7.567066321739092,499999.0,price < 600k
7.0,3.0,2880.0,6.518218925260746,1020000.0,price >= 900k
1.0,1.0,562.0,3.454893919197187,550000.0,price < 600k
6.0,5.0,4900.0,14.911975289601424,2179000.0,price >= 900k
3.0,2.0,1286.0,29.253365755785147,499900.0,price < 600k
3.0,4.0,2159.0,20.445323430801434,895000.0,600k <= price < 900k
2.0,1.0,946.0,2.2354852885400973,825000.0,600k <= price < 900k
2.0,2.0,1659.0,12.098091006685719,529000.0,price < 600k
3.0,2.0,1520.0,6.778335907165268,1149000.0,price >= 900k
3.0,2.0,1600.0,13.707776293660288,479999.0,price < 600k
3.0,2.0,1144.0,19.653930468728078,449000.0,price < 600k
1.0,2.0,657.0,12.190939557212634,480000.0,price < 600k
4.0,6.0,5316.0,21.401097752321004,2975000.0,price >= 900k
3.0,1.0,1194.0,8.688417224651674,585000.0,price < 600k
4.0,4.0,3200.0,30.278568611295128,985000.0,price >= 900k
2.0,2.0,1404.0,5.55221558963684,1200000.0,price >= 900k
4.0,2.0,2595.0,20.787932615403427,765000.0,600k <= price < 900k
3.0,1.0,898.0,7.029620019796705,425000.0,price < 600k
5.0,4.0,3928.0,12.278574297681502,849900.0,600k <= price < 900k
2.0,3.0,2360.0,2.2995616744089795,1899000.0,price >= 900k
4.0,3.0,2047.0,17.71206166157378,748800.0,600k <= price < 900k
2.0,1.0,1017.0,11.854595824910119,349000.0,price < 600k
2.0,2.0,1000.0,15.307104900415114,369000.0,price < 600k
4.0,2.0,2544.0,13.85950763666317,1100000.0,price >= 900k
2.0,1.0,1165.0,11.825139784567957,525000.0,price < 600k
3.0,3.0,2355.0,26.937123403769018,579900.0,price < 600k
2.0,3.0,1887.0,19.95741882557902,889000.0,600k <= price < 900k
4.0,3.0,3108.0,16.73157800717407,888000.0,600k <= price < 900k
5.0,5.0,4400.0,11.305180485175121,1849000.0,price >= 900k
3.0,5.0,2700.0,12.305235796435841,1598000.0,price >= 900k
3.0,2.0,1817.0,14.364306864158088,699900.0,600k <= price < 900k
4.0,3.0,1748.0,4.06012221747669,1999900.0,price >= 900k
5.0,4.0,3205.0,19.68034585342481,1500000.0,price >= 900k
2.0,2.0,1088.0,9.405735287261667,549900.0,price < 600k
6.0,3.0,3227.0,7.82779473906461,1199000.0,price >= 900k
2.0,1.0,1019.0,3.753749711001044,774900.0,600k <= price < 900k
2.0,2.0,1100.0,3.731051959378448,825000.0,600k <= price < 900k
4.0,2.0,1960.0,17.6642052157664,619900.0,600k <= price < 900k
1.0,1.0,778.0,27.98109471511516,234000.0,price < 600k
2.0,1.0,856.0,15.28109742702101,325000.0,price < 600k
3.0,3.0,2636.0,20.85506017455918,1395000.0,price >= 900k
1.0,1.0,830.0,3.06497621130919,610000.0,600k <= price < 900k
4.0,3.0,3732.0,4.486873504307793,1575000.0,price >= 900k
2.0,4.0,2251.0,14.776063920065159,600000.0,600k <= price < 900k
4.0,2.0,2638.0,9.496335978693354,985000.0,price >= 900k
2.0,1.0,1018.0,32.17192482688983,389900.0,price < 600k
5.0,4.0,2943.0,11.128582444005739,1495000.0,price >= 900k
6.0,2.0,2496.0,11.338969813776796,839900.0,600k <= price < 900k
3.0,1.0,1711.0,9.741989092595686,669000.0,600k <= price < 900k
2.0,2.0,1060.0,11.59484709886799,429900.0,price < 600k
2.0,1.0,1008.0,15.915454254801368,419900.0,price < 600k
2.0,2.0,1439.0,11.453800722462093,539000.0,price < 600k
1.0,1.0,764.0,4.15307641983659,499000.0,price < 600k
3.0,3.0,2375.0,6.506755592649392,1580000.0,price >= 900k
4.0,2.0,1898.0,15.041980319622292,689900.0,600k <= price < 900k
5.0,3.0,2564.0,7.627339079673235,749900.0,600k <= price < 900k
5.0,4.0,4753.0,17.952523742300503,1600000.0,price >= 900k
3.0,2.0,1465.0,6.476915115614666,549000.0,price < 600k
13.0,3.0,3906.0,5.9433418640457685,1595900.0,price >= 900k
1.0,1.0,559.0,2.3469747665331373,559000.0,price < 600k
4.0,3.0,3012.0,29.124276034271016,1249000.0,price >= 900k
3.0,2.0,1344.0,7.9726769183230894,529900.0,price < 600k
3.0,2.0,1050.0,4.441231956366552,679000.0,600k <= price < 900k
5.0,4.0,2615.0,20.069254559892634,875000.0,600k <= price < 900k
4.0,2.0,2160.0,9.060786744622638,975000.0,price >= 900k
5.0,4.0,4148.0,24.148545948373915,1280000.0,price >= 900k
4.0,2.0,2848.0,11.18064701048226,949000.0,price >= 900k
3.0,3.0,2776.0,21.38767950971763,1395000.0,price >= 900k
2.0,1.0,1195.0,12.68784926498863,469000.0,price < 600k
1.0,1.0,1119.0,15.50397810463331,349900.0,price < 600k
3.0,2.0,1785.0,14.776762320487553,629900.0,600k <= price < 900k
3.0,3.0,2312.0,13.791776022778656,900000.0,price >= 900k
6.0,7.0,6500.0,16.936614587769544,3895000.0,price >= 900k
5.0,6.0,4258.0,19.553425499254644,2500000.0,price >= 900k
5.0,4.0,4229.0,18.35824088139309,1675000.0,price >= 900k
2.0,1.0,1004.0,14.344137935133235,439000.0,price < 600k
3.0,2.0,1852.0,9.466686805850566,775000.0,600k <= price < 900k
2.0,2.0,1088.0,19.10905724222257,439900.0,price < 600k
2.0,1.0,819.0,1.911291749207081,949000.0,price >= 900k
3.0,4.0,2339.0,1.3459697159378117,2690000.0,price >= 900k
3.0,1.0,1252.0,33.32345309254606,399000.0,price < 600k
2.0,1.0,983.0,4.186011265540159,659000.0,600k <= price < 900k
2.0,1.0,2703.0,22.209231771618438,325000.0,price < 600k
3.0,1.0,1065.0,6.05177608665183,398000.0,price < 600k
6.0,3.0,2809.0,10.612954654096061,1125000.0,price >= 900k
4.0,2.0,1950.0,21.318466950268913,649999.0,600k <= price < 900k
4.0,3.0,2548.0,12.610935822862137,779000.0,600k <= price < 900k
4.0,3.0,3044.0,11.32609440146356,1499900.0,price >= 900k
2.0,1.0,794.0,3.114512375012147,629000.0,600k <= price < 900k
4.0,2.0,1268.0,6.771778911189491,489000.0,price < 600k
3.0,2.0,1833.0,7.334285081226562,575000.0,price < 600k
4.0,3.0,2681.0,2.605811227315747,1689000.0,price >= 900k
2.0,2.0,1103.0,15.276070510997064,319900.0,price < 600k
3.0,1.0,1566.0,11.331074212183516,485000.0,price < 600k
3.0,3.0,2992.0,27.46786890051681,849900.0,600k <= price < 900k
5.0,5.0,4379.0,18.793004745371505,2345000.0,price >= 900k
3.0,2.0,1560.0,22.550323605917427,699900.0,600k <= price < 900k
2.0,1.0,1064.0,6.157199820424356,775000.0,600k <= price < 900k
2.0,2.0,1064.0,14.829507190357226,349900.0,price < 600k
4.0,3.0,3390.0,22.700662408123833,915000.0,price >= 900k
3.0,3.0,2302.0,11.76164581862181,899000.0,600k <= price < 900k
3.0,2.0,1656.0,8.613947175913443,775000.0,600k <= price < 900k
2.0,2.0,1195.0,2.810819398844773,649000.0,600k <= price < 900k
3.0,4.0,2925.0,1.1551935884719498,4850000.0,price >= 900k
1.0,2.0,1116.0,1.968434710641511,829000.0,600k <= price < 900k
2.0,2.0,900.0,2.420063631822189,909900.0,price >= 900k
3.0,1.0,1788.0,8.727411957277724,750000.0,600k <= price < 900k
2.0,1.0,708.0,13.408834174718546,359900.0,price < 600k
5.0,6.0,4183.0,1.8616192355360002,3995000.0,price >= 900k
3.0,4.0,2095.0,1.9518605819389692,2575000.0,price >= 900k
5.0,2.0,1878.0,17.36063298673464,535000.0,price < 600k
2.0,2.0,1716.0,22.487292135533195,499000.0,price < 600k
2.0,3.0,1893.0,21.937603395919048,729900.0,600k <= price < 900k
8.0,3.0,2395.0,14.72803701724101,739000.0,600k <= price < 900k
3.0,3.0,1890.0,11.927703322014683,675000.0,600k <= price < 900k
2.0,1.0,1317.0,10.774470236904477,550000.0,price < 600k
3.0,2.0,2576.0,15.004399821557918,729000.0,600k <= price < 900k
3.0,2.0,1840.0,12.129610576903339,969000.0,price >= 900k
4.0,2.0,1880.0,11.85669459327369,989000.0,price >= 900k
3.0,2.0,1418.0,13.966536206775757,549000.0,price < 600k
2.0,3.0,2027.0,19.916322033785324,650000.0,600k <= price < 900k
4.0,3.0,2278.0,9.738886665872146,769900.0,600k <= price < 900k
5.0,3.0,2848.0,8.654839581740834,1299000.0,price >= 900k
8.0,6.0,4170.0,3.582511808719932,2100000.0,price >= 900k
1.0,1.0,592.0,1.5119839228674765,565000.0,price < 600k
1.0,1.0,662.0,7.641326975900381,499900.0,price < 600k
1.0,1.0,622.0,14.421749252151065,349000.0,price < 600k
3.0,2.0,2075.0,10.69630241660614,925000.0,price >= 900k
2.0,2.0,1382.0,26.771804198401384,749900.0,600k <= price < 900k
1.0,1.0,898.0,1.481344852946053,779000.0,600k <= price < 900k
3.0,2.0,1919.0,11.230931343117197,539900.0,price < 600k
3.0,2.0,1252.0,34.422277309374195,465000.0,price < 600k
3.0,2.0,1287.0,17.014063124075562,495000.0,price < 600k
3.0,3.0,2594.0,10.53956552278891,869900.0,600k <= price < 900k
2.0,2.0,1050.0,13.75150341571114,409900.0,price < 600k
4.0,4.0,3600.0,22.893733264036054,1250000.0,price >= 900k
3.0,2.0,2148.0,10.209742232038,975000.0,price >= 900k
3.0,2.0,1778.0,15.82491630422141,559000.0,price < 600k
4.0,2.0,1056.0,16.410507353384272,619900.0,600k <= price < 900k
2.0,2.0,1252.0,22.785702682909008,419669.0,price < 600k
3.0,3.0,1650.0,22.815373711382495,719000.0,600k <= price < 900k
4.0,2.0,1718.0,12.13895165518023,639900.0,600k <= price < 900k
3.0,3.0,1600.0,13.640121923742386,499000.0,price < 600k
3.0,2.0,2202.0,7.260301807653765,789000.0,600k <= price < 900k
2.0,1.0,913.0,7.232568787660217,461000.0,price < 600k
3.0,3.0,2896.0,14.876071825840691,775000.0,600k <= price < 900k
0.0,1.0,334.0,6.126867859138204,285000.0,price < 600k
1.0,1.0,794.0,7.8073199999168965,499000.0,price < 600k
4.0,2.0,1876.0,17.696939709989262,825000.0,600k <= price < 900k
1.0,2.0,742.0,14.452059587470862,315000.0,price < 600k
3.0,3.0,2230.0,11.392338088351055,1249000.0,price >= 900k
6.0,4.0,4678.0,20.14381083376989,1395000.0,price >= 900k
3.0,2.0,1414.0,16.402876881481546,365000.0,price < 600k
4.0,3.0,3224.0,20.12719386829255,2049000.0,price >= 900k
5.0,4.0,3465.0,19.163113873699473,1579000.0,price >= 900k
3.0,2.0,2488.0,19.90758100229682,495000.0,price < 600k
3.0,2.0,1284.0,21.204309113837276,449900.0,price < 600k
2.0,1.0,1155.0,10.74715874178922,599000.0,price < 600k
4.0,3.0,1758.0,15.725741559253585,599900.0,price < 600k
3.0,2.0,2115.0,13.156240335789077,799000.0,600k <= price < 900k
2.0,2.0,1138.0,2.9599083447010814,639000.0,600k <= price < 900k
3.0,2.0,1296.0,15.609055424121637,599900.0,price < 600k
4.0,3.0,3131.0,31.878650419056296,774900.0,600k <= price < 900k
3.0,1.0,960.0,5.7325303839678625,489900.0,price < 600k
2.0,1.0,893.0,5.084329439874064,459000.0,price < 600k
5.0,2.0,2792.0,17.70496110038606,729900.0,600k <= price < 900k
3.0,2.0,1315.0,15.462382366202991,525000.0,price < 600k
4.0,3.0,2668.0,32.21245996266358,750000.0,600k <= price < 900k
2.0,3.0,1590.0,3.7695010017194845,1200000.0,price >= 900k
1.0,1.0,609.0,2.977231093984488,518000.0,price < 600k
4.0,2.0,2252.0,15.224642151796642,599000.0,price < 600k
4.0,3.0,2539.0,10.908035238663246,1498000.0,price >= 900k
3.0,2.0,1624.0,7.691044573556635,695000.0,600k <= price < 900k
4.0,3.0,1785.0,7.3771410911682045,899000.0,600k <= price < 900k
2.0,2.0,1034.0,3.025568127500986,994900.0,price >= 900k
3.0,1.0,1080.0,13.126675450051046,499999.0,price < 600k
3.0,3.0,2145.0,16.92064856307184,849000.0,600k <= price < 900k
1.0,1.0,597.0,4.089512978442792,650000.0,600k <= price < 900k
2.0,1.0,1009.0,3.31933060611667,748000.0,600k <= price < 900k
6.0,3.0,3095.0,5.382955393029813,1579900.0,price >= 900k
2.0,1.0,860.0,33.02841314865893,200000.0,price < 600k
3.0,1.0,1104.0,15.431987958077585,450000.0,price < 600k
3.0,1.0,990.0,15.955477549478385,359900.0,price < 600k
3.0,2.0,1300.0,11.149527883365034,649000.0,600k <= price < 900k
3.0,2.0,1449.0,5.947708869013188,1150000.0,price >= 900k
3.0,3.0,1883.0,10.653346051191779,899000.0,600k <= price < 900k
1.0,1.0,770.0,1.2248004513041868,909000.0,price >= 900k
4.0,3.0,3300.0,13.758950141430105,1449900.0,price >= 900k
3.0,1.0,1336.0,12.874148984599895,540000.0,price < 600k
4.0,3.0,1802.0,7.986675318519971,775000.0,600k <= price < 900k
2.0,2.0,1257.0,3.0781252087354107,1049000.0,price >= 900k
2.0,2.0,1029.0,5.889179901737336,639900.0,600k <= price < 900k
5.0,3.0,3339.0,6.967906027512932,1799000.0,price >= 900k
1.0,1.0,558.0,23.392124142466773,345000.0,price < 600k
3.0,2.0,1758.0,28.58572345636315,579000.0,price < 600k
2.0,1.0,750.0,6.380524673125982,364000.0,price < 600k
2.0,2.0,1220.0,4.352384375380247,749995.0,600k <= price < 900k
3.0,3.0,2244.0,10.488334614545584,869000.0,600k <= price < 900k
3.0,2.0,1178.0,6.249513184742183,689000.0,600k <= price < 900k
4.0,2.0,2203.0,8.919691838821082,725000.0,600k <= price < 900k
4.0,2.0,3386.0,9.231272666471513,1399000.0,price >= 900k
3.0,2.0,1613.0,11.174370523598531,799000.0,600k <= price < 900k
2.0,3.0,1179.0,1.5376302194523985,989000.0,price >= 900k
2.0,3.0,1429.0,7.347385930763605,700000.0,600k <= price < 900k
3.0,2.0,1553.0,11.410005964468867,629000.0,600k <= price < 900k
3.0,2.0,1886.0,19.192069574391283,935000.0,price >= 900k
2.0,1.0,1033.0,4.754087771883227,689000.0,600k <= price < 900k
1.0,1.0,669.0,5.322787689325981,449000.0,price < 600k
